Partner_ID,Partner_Name,Intern_ID,Intern_Name,Intern_Assigned_To,Service_Type,Fee_Charged,Payment_Status,Country,Start_Date,End_Date,Intern_Hours,Feedback_Rating
P008,TechBridge,I1022,Jaime Callahan,TechBridge,Analytics,USD1907,Failed,USA,2024-02-21,2024-04-22,,2
P010,Green Energy,I1023,Johnathan Smith,Green Energy,Branding,1485,Paid,USA,2025-07-14,2025-08-01,,
P006,TechBridge,I1024,Dr. Ryan Peters,TechBridge,Social Media,USD1628,Paid,Germany,2025-07-13,2025-12-01,,bad
P009,Green Energy,I1025,Amanda Walter,Green Energy,Cloud Migration,1090,Failed,U.K.,2024-02-29,2024-03-12,,Good
P004,TechBridge,I1026,Robin Blair,TechBridge,Cloud Migration,USD448,Failed,Germany,2025-08-15,2025-11-24,,Good
P005,Betta Ltd.,I1027,Seth Rivas,Betta Ltd.,Masterclass,$1585,Pending,U.K.,2024-10-29,2025-08-19,,bad
P009,InfinitX,I1028,Courtney Fisher,InfinitX,Growth Strategy,436,Fail,UK,2023-12-12,2025-06-01,,4
P001,Skyline Inc.,I1029,David Joyce,Skyline Inc.,Social Media,1818,Pendig,U.K.,2024-11-01,2025-09-11,705.0,3
P007,TechBridge,I1030,Donna Cruz,TechBridge,Analytics,1150,Fail,Canada,2025-03-24,2025-11-13,465.0,4
P010,TechBridge,I1031,David Garrett,TechBridge,Branding,USD494,Pending,UK,2024-08-16,2025-04-22,,
P003,Betta Ltd.,I1032,Michael Floyd,Betta Ltd.,Branding,510USD,Pending,Nigeria,2025-04-08,2025-06-12,328.0,2
P005,Betta Ltd.,I1033,Paula Jacobson,Betta Ltd.,Analytics,779USD,Pending,UK,2025-07-05,2025-12-10,,4
P004,Alpha Tech,I1034,Ruth Andersen,Alpha Tech,Branding,USD1332,Pendig,U.K.,2024-09-07,2024-09-19,828.0,
P004,Green Energy,I1035,Howard Nash,Green Energy,SEO,595USD,Pendig,Germany,2025-03-09,2025-10-25,,Good
P005,Green Energy,I1036,Chad Dunn,Green Energy,Growth Strategy,USD961,Fail,Naija,2024-02-22,2025-07-12,483.0,5
P005,DataCore,I1037,Sheila Armstrong,DataCore,Growth Strategy,$870,Pendig,United States,2023-10-15,2024-11-06,131.0,bad
P010,Nova Systems,I1038,Jessica Boyer,Nova Systems,Web Dev,190USD,Pendig,United States,2025-05-11,2025-08-08,134.0,poor
P006,Nova Systems,I1039,Kim Martinez,Nova Systems,SEO,1767USD,Pendig,Naija,2024-03-30,2025-01-17,454.0,poor
P001,Green Energy,I1040,Stephen Washington,Green Energy,Growth Strategy,$220,Fail,USA,2024-08-15,2024-11-03,,3
P009,InfinitX,I1041,Jeanette Scott,InfinitX,Masterclass,431USD,Pending,Naija,2025-04-09,2025-10-18,793.0,1
P002,InfinitX,I1042,,InfinitX,Social Media,USD1711,Failed,UK,2024-06-16,2025-09-11,,1
P009,Betta Ltd.,I1043,Christopher Bryan Jr.,Betta Ltd.,SEO,528USD,Pending,USA,2024-04-18,2025-10-24,825.0,2
P003,EcoTrans,I1044,Dale Torres,EcoTrans,Cloud Migration,1921USD,Pending,Germany,2024-09-11,2025-08-09,401.0,
P004,CloudSoft,I1045,Samantha Garcia,CloudSoft,Growth Strategy,703,Pending,U.K.,2025-05-03,2025-09-14,163.0,3
P002,CloudSoft,I1046,Amy Ryan,CloudSoft,Branding,USD289,Pending,Naija,2024-09-12,2024-09-20,170.0,1
P009,EcoTrans,I1047,Jennifer Hunt,EcoTrans,Growth Strategy,383,Paid,Germany,2024-05-23,2024-07-29,,poor
P009,EcoTrans,I1048,Leslie Johnson,EcoTrans,Analytics,1395,Fail,USA,2025-06-15,2025-08-20,961.0,
P007,CloudSoft,I1049,Shawn Williams,CloudSoft,Growth Strategy,991USD,Pending,Germany,2024-04-24,2024-06-26,642.0,2
P002,Nova Systems,I1050,Zachary Wilkerson,Nova Systems,Cloud Migration,286USD,Paid,United States,2024-09-16,2025-05-18,950.0,Good
P003,Betta Ltd.,I1051,Elizabeth Turner,Betta Ltd.,Branding,711USD,Paid,Naija,2024-08-16,2025-08-12,,1
P004,EcoTrans,I1052,Mariah Burns,EcoTrans,Masterclass,USD625,Failed,U.K.,2024-06-06,2024-08-22,462.0,bad
P009,CloudSoft,I1053,Derek Chang,CloudSoft,Web Dev,1394,Failed,United States,2025-02-24,2025-07-19,284.0,excellent
P007,Nova Systems,I1054,Michele Mcintyre,Nova Systems,Analytics,1214,Paid,Germany,2025-02-24,2025-03-13,413.0,1
P007,Nova Systems,I1055,William Harris,Nova Systems,SEO,USD712,Fail,Naija,2024-05-21,2024-06-22,1042.0,bad
P004,Alpha Tech,I1056,,Alpha Tech,Web Dev,273USD,Failed,U.K.,2025-08-01,2025-10-31,1082.0,
P003,EcoTrans,I1057,Hannah Sloan,EcoTrans,Growth Strategy,$380,Pendig,USA,2024-11-15,2025-06-18,984.0,3
P004,DataCore,I1058,Andrew Thomas,DataCore,Branding,USD1434,Pendig,U.K.,2025-03-05,2025-11-29,186.0,
P004,Skyline Inc.,I1059,Elijah Gray,Skyline Inc.,Social Media,$540,Failed,UK,2025-03-19,2025-07-18,1166.0,bad
P006,EcoTrans,I1060,Kevin Jones,EcoTrans,Growth Strategy,$348,Paid,UK,2025-04-07,2025-08-22,,4
P010,DataCore,I1061,David Hoover,DataCore,Web Dev,USD546,Pending,USA,2025-02-16,2025-04-30,199.0,poor
P010,Green Energy,I1062,Michael Rogers,Green Energy,SEO,$1500,Pendig,Canda,2025-03-27,2025-08-24,771.0,bad
P008,Green Energy,I1063,Taylor Clark,Green Energy,Growth Strategy,518USD,Failed,Canada,2023-12-28,2024-03-13,,
P006,Betta Ltd.,I1064,Jessica Larsen,Betta Ltd.,Growth Strategy,USD1380,Pendig,U.K.,2025-07-29,2025-10-22,680.0,Good
P010,InfinitX,I1065,Christopher Davidson,InfinitX,Branding,USD1964,Paid,UK,2024-10-03,2025-02-14,451.0,5
P001,Skyline Inc.,I1066,Eric Armstrong,Skyline Inc.,Social Media,$1367,Pending,Canda,2025-05-01,2025-05-07,,
P004,Nova Systems,I1067,Thomas Kelly,Nova Systems,Analytics,734,Failed,Canada,2024-07-15,2025-07-16,731.0,bad
P008,Skyline Inc.,I1068,Michael Johnson,Skyline Inc.,Cloud Migration,$1794,Failed,U.K.,2024-02-02,2025-05-18,117.0,poor
P006,Betta Ltd.,I1069,Marcus Chavez,Betta Ltd.,Branding,1302USD,Pending,Germany,2024-01-15,2025-05-19,719.0,Good
P004,Nova Systems,I1070,Patrick Harvey,Nova Systems,Growth Strategy,$1419,Fail,Canda,2025-08-16,2025-09-26,990.0,2
P001,InfinitX,I1071,Brandon Gardner,InfinitX,SEO,$283,Fail,Canada,2025-02-27,2025-08-17,,bad
P002,TechBridge,I1072,Holly Liu,TechBridge,Web Dev,449,Fail,United States,2024-01-25,2025-11-03,390.0,
P008,Skyline Inc.,I1073,Gloria Stanton,Skyline Inc.,Cloud Migration,344USD,Pending,Germany,2024-04-29,2024-11-12,,1
P009,DataCore,I1074,,DataCore,Cloud Migration,191,Fail,UK,2025-02-24,2025-11-18,744.0,Good
P010,InfinitX,I1075,Jesus Lee,InfinitX,SEO,USD769,Paid,Naija,2024-06-16,2025-10-13,616.0,2
P007,Skyline Inc.,I1076,Deborah Smith,Skyline Inc.,Social Media,$1516,Pendig,Nig,2023-10-15,2024-12-24,1194.0,5
P008,Skyline Inc.,I1077,Julie Baldwin,Skyline Inc.,Cloud Migration,USD837,Failed,United States,2024-05-27,2025-09-28,1044.0,1
P004,Skyline Inc.,I1078,Donna Davis,Skyline Inc.,Web Dev,1074USD,Fail,Nigeria,2024-02-09,2024-12-14,,4
P006,Betta Ltd.,I1079,,Betta Ltd.,Branding,$475,Paid,Nigeria,2024-05-20,2025-11-17,486.0,1
P007,Green Energy,I1080,James Fields,Green Energy,Masterclass,$906,Pendig,Canada,2025-08-01,2025-09-08,796.0,2
P009,EcoTrans,I1081,Jonathan Beck,EcoTrans,Analytics,510USD,Pending,Naija,2025-03-04,2025-12-01,,poor
P008,Betta Ltd.,I1082,Michelle Clark,Betta Ltd.,Cloud Migration,USD886,Fail,United States,2024-10-03,2025-02-23,1107.0,3
P008,InfinitX,I1083,,InfinitX,Cloud Migration,$313,Fail,Nigeria,2025-03-31,2025-11-09,937.0,Good
P008,TechBridge,I1084,Juan Hall,TechBridge,Growth Strategy,599USD,Paid,UK,2025-08-14,2025-11-04,,1
P009,EcoTrans,I1085,Jimmy Galvan,EcoTrans,Web Dev,$1212,Paid,Canada,2025-05-16,2025-10-02,379.0,4
P001,Green Energy,I1086,Michael Hughes,Green Energy,SEO,1080,Pending,U.K.,2025-03-23,2025-08-13,,4
P001,CloudSoft,I1087,Jennifer Bennett,CloudSoft,Web Dev,290USD,Pending,U.K.,2024-03-28,2025-08-01,179.0,poor
P007,Betta Ltd.,I1088,Sarah Molina,Betta Ltd.,Growth Strategy,779,Fail,UK,2024-05-04,2025-04-16,437.0,poor
P002,DataCore,I1089,Shaun Martin,DataCore,Growth Strategy,1144,Pending,Naija,2023-11-07,2025-08-12,839.0,poor
P004,InfinitX,I1090,Grant Evans,InfinitX,Cloud Migration,1633USD,Fail,Nigeria,2024-07-21,2024-08-23,,3
P006,EcoTrans,I1091,,EcoTrans,Masterclass,USD362,Paid,Germany,2025-07-17,2025-09-19,13.0,3
P002,CloudSoft,I1092,Patricia Dyer,CloudSoft,Growth Strategy,1487USD,Pending,Germany,2025-01-28,2025-10-08,,
P005,Green Energy,I1093,Danielle Clark,Green Energy,Web Dev,USD1787,Fail,U.K.,2025-09-09,2025-11-11,1144.0,poor
P010,InfinitX,I1094,Andrew Barnett,InfinitX,Masterclass,439,Pendig,United States,2024-04-19,2025-02-04,31.0,
P005,Green Energy,I1095,Joseph Shannon,Green Energy,Web Dev,1007USD,Failed,Canda,2025-09-09,2025-10-02,,4
P007,TechBridge,I1096,Chad Bautista,TechBridge,Masterclass,USD1982,Fail,UK,2025-06-03,2025-11-10,409.0,poor
P004,Green Energy,I1097,Roger Miller,Green Energy,Cloud Migration,1923,Failed,UK,2023-10-20,2025-10-13,164.0,1
P001,TechBridge,I1098,Anthony Ward,TechBridge,Analytics,USD1254,Pendig,Germany,2024-02-02,2024-03-16,922.0,5
P005,InfinitX,I1099,Nathan Fisher,InfinitX,Growth Strategy,USD297,Pendig,Naija,2025-02-16,2025-08-29,,1
P007,CloudSoft,I1100,Michael Martinez,CloudSoft,Cloud Migration,1799,Fail,Germany,2024-07-09,2024-09-08,446.0,bad
P010,EcoTrans,I1101,Kelly Smith,EcoTrans,Branding,779,Pendig,Canda,2025-08-30,2025-10-06,125.0,4
P008,Alpha Tech,I1102,Joshua Marshall,Alpha Tech,Web Dev,1785,Paid,Nig,2024-05-14,2025-03-22,1027.0,3
P007,Alpha Tech,I1103,Desiree Allen,Alpha Tech,SEO,1555,Paid,Nigeria,2024-12-31,2025-12-06,310.0,5
P003,Nova Systems,I1104,Arthur Mathis,Nova Systems,Analytics,1476,Failed,USA,2025-03-02,2025-04-29,337.0,3
P006,CloudSoft,I1105,Jennifer Brown,CloudSoft,Growth Strategy,USD1967,Fail,Naija,2025-05-25,2025-07-06,,1
P004,TechBridge,I1106,Cheryl Padilla,TechBridge,Social Media,$696,Failed,U.K.,2024-02-12,2024-04-15,342.0,3
P003,Nova Systems,I1107,Nathaniel Little,Nova Systems,Growth Strategy,$936,Paid,Germany,2025-08-18,2025-11-07,37.0,excellent
P009,CloudSoft,I1108,Thomas Murray,CloudSoft,SEO,803USD,Failed,UK,2024-10-06,2025-03-01,,1
P007,Green Energy,I1109,Kara Owen,Green Energy,Social Media,422,Failed,United States,2024-01-20,2024-03-25,,5
P007,Nova Systems,I1110,Christina Valentine,Nova Systems,Analytics,1793,Failed,Germany,2025-07-02,2025-09-30,,poor
P007,Betta Ltd.,I1111,Dean Weber,Betta Ltd.,Cloud Migration,$779,Pending,Canda,2024-11-23,2025-03-29,609.0,4
P001,Skyline Inc.,I1112,Tony Andrews,Skyline Inc.,Masterclass,USD920,Fail,United States,2023-12-23,2025-09-22,,bad
P005,Nova Systems,I1113,Lisa Hernandez,Nova Systems,Analytics,USD1455,Pending,United States,2024-04-29,2024-10-03,,5
P009,DataCore,I1114,Lisa Reid,DataCore,Branding,330USD,Failed,USA,2024-08-27,2025-06-03,115.0,excellent
P010,DataCore,I1115,John Young,DataCore,Social Media,720,Pendig,U.K.,2024-11-07,2025-03-28,953.0,2
P006,Betta Ltd.,I1116,Erika King,Betta Ltd.,Analytics,958,Paid,Nigeria,2024-08-09,2025-07-29,454.0,poor
P010,Skyline Inc.,I1117,Dawn Cherry,Skyline Inc.,Masterclass,USD491,Failed,Nigeria,2024-03-17,2024-06-14,,4
P007,Nova Systems,I1118,Caitlin Thomas,Nova Systems,SEO,235,Fail,USA,2024-08-23,2025-01-19,,Good
P004,Alpha Tech,I1119,Brian Mooney,Alpha Tech,Masterclass,101,Paid,U.K.,2023-12-12,2025-05-01,93.0,excellent
P007,Nova Systems,I1120,Catherine Valdez,Nova Systems,Web Dev,USD1544,Pendig,Nigeria,2023-10-21,2025-01-27,342.0,excellent
P004,Green Energy,I1121,James Hill,Green Energy,Social Media,1113USD,Paid,Nigeria,2024-09-01,2025-02-24,880.0,poor
P010,DataCore,I1122,David Jones,DataCore,Social Media,315,Fail,United States,2025-03-19,2025-10-04,379.0,Good
P004,InfinitX,I1123,Matthew Vaughan,InfinitX,Analytics,959USD,Pending,United States,2023-10-06,2025-06-16,339.0,
P006,TechBridge,I1124,Joshua Turner,TechBridge,Cloud Migration,114USD,Fail,Naija,2024-12-05,2025-11-23,,4
P002,DataCore,I1125,Jacob King,DataCore,Social Media,USD1100,Paid,Canda,2025-05-29,2025-06-21,55.0,2
P001,Betta Ltd.,I1126,Nicholas Higgins,Betta Ltd.,Social Media,623,Pendig,Nig,2024-09-13,2025-10-29,,bad
P009,TechBridge,I1127,Angela Lowery,TechBridge,Cloud Migration,1898USD,Pendig,Canda,2023-12-01,2024-12-17,47.0,4
P009,DataCore,I1128,Stacy Blair,DataCore,Analytics,$194,Paid,Nigeria,2025-07-03,2025-12-13,906.0,bad
P007,TechBridge,I1129,Sandra Perry,TechBridge,Cloud Migration,841USD,Pendig,Nigeria,2025-02-24,2025-09-18,229.0,5
P008,Nova Systems,I1130,Adam Martinez,Nova Systems,Social Media,USD935,Failed,Nigeria,2025-05-01,2025-10-26,10.0,poor
P010,Alpha Tech,I1131,Mary Anderson,Alpha Tech,Social Media,1080,Fail,USA,2024-04-01,2024-12-06,459.0,poor
P009,Skyline Inc.,I1132,Allison Moore,Skyline Inc.,SEO,USD1950,Failed,Canada,2025-02-12,2025-03-27,,4
P002,CloudSoft,I1133,Karen Valencia,CloudSoft,Social Media,1613USD,Paid,Germany,2024-01-06,2025-07-08,,excellent
P010,CloudSoft,I1134,Laurie Stevens,CloudSoft,Analytics,1939USD,Failed,Nigeria,2025-08-02,2025-12-08,217.0,3
P007,TechBridge,I1135,Tony Rodriguez,TechBridge,Analytics,$1902,Fail,Canda,2023-09-28,2023-12-25,90.0,excellent
P003,DataCore,I1136,Noah Fernandez,DataCore,SEO,USD411,Pendig,Nigeria,2024-10-17,2025-01-06,881.0,poor
P004,EcoTrans,I1137,Amy Fox,EcoTrans,Social Media,1865,Pendig,USA,2025-07-09,2025-09-19,608.0,bad
P009,Nova Systems,I1138,Elizabeth Thomas,Nova Systems,Cloud Migration,1326,Pendig,Canda,2024-04-15,2025-03-26,,3
P005,TechBridge,I1139,Martin Allen,TechBridge,Growth Strategy,1050,Pendig,UK,2024-05-18,2025-02-28,360.0,3
P002,Betta Ltd.,I1140,Deborah Lewis,Betta Ltd.,SEO,$743,Failed,UK,2023-11-27,2024-03-11,163.0,5
P003,TechBridge,I1141,Jose Anderson,TechBridge,Branding,USD385,Pendig,United States,2025-07-26,2025-10-21,1196.0,poor
P007,InfinitX,I1142,Melinda Gomez,InfinitX,Web Dev,USD1548,Pendig,Germany,2023-11-03,2024-03-28,762.0,5
P002,Alpha Tech,I1143,Rebecca Campbell MD,Alpha Tech,Masterclass,1976,Fail,Canada,2025-01-08,2025-08-08,,
P005,Nova Systems,I1144,Tina Cooper,Nova Systems,Web Dev,$1184,Pending,Nigeria,2023-11-29,2025-08-02,997.0,5
P006,Alpha Tech,I1145,Michelle Monroe,Alpha Tech,Growth Strategy,USD1104,Fail,U.K.,2025-03-12,2025-08-26,,4
P002,Alpha Tech,I1146,Brianna Davis,Alpha Tech,Cloud Migration,229USD,Fail,United States,2025-01-10,2025-03-23,1059.0,4
P010,EcoTrans,I1147,Nathan Jones,EcoTrans,Web Dev,$1883,Fail,USA,2025-03-24,2025-08-19,,4
P008,EcoTrans,I1148,Elizabeth Johnson,EcoTrans,Masterclass,402USD,Fail,Canda,2023-10-11,2025-01-26,422.0,bad
P002,Skyline Inc.,I1149,Kathleen Lynch,Skyline Inc.,SEO,$1717,Fail,U.K.,2024-02-09,2025-10-06,,1
P007,Betta Ltd.,I1150,Maria Russell,Betta Ltd.,Growth Strategy,102,Pending,Nig,2024-10-13,2025-06-28,,
P003,TechBridge,I1151,Erin Young,TechBridge,SEO,USD1500,Pending,Naija,2023-12-16,2025-04-01,,5
P004,Betta Ltd.,I1152,Rachel Bailey,Betta Ltd.,Cloud Migration,USD152,Fail,Canda,2025-02-15,2025-08-28,1050.0,bad
P009,Nova Systems,I1153,Mathew Gonzalez,Nova Systems,Branding,1136USD,Failed,Naija,2024-07-03,2024-11-27,,5
P008,Nova Systems,I1154,Sean Allen MD,Nova Systems,Cloud Migration,$1728,Pending,Naija,2025-09-16,2025-10-30,307.0,excellent
P010,CloudSoft,I1155,Beth Hanna,CloudSoft,Social Media,259,Paid,Nigeria,2024-11-18,2025-04-15,227.0,Good
P001,CloudSoft,I1156,,CloudSoft,Growth Strategy,1990USD,Failed,United States,2025-04-13,2025-07-11,210.0,3
P004,Alpha Tech,I1157,Chad Russell,Alpha Tech,Branding,$813,Failed,UK,2024-01-07,2024-06-06,317.0,Good
P009,InfinitX,I1158,Casey Velasquez,InfinitX,Analytics,1345,Pendig,Germany,2025-01-14,2025-07-05,,bad
P003,DataCore,I1159,Christopher Kelley,DataCore,Analytics,$302,Failed,United States,2023-11-06,2025-01-10,108.0,4
P009,Nova Systems,I1160,Glenn Snyder,Nova Systems,Growth Strategy,USD1679,Pending,Nigeria,2025-02-21,2025-04-25,495.0,poor
P010,Nova Systems,I1161,Samantha Arias,Nova Systems,Web Dev,USD521,Paid,Canda,2024-02-06,2024-03-12,163.0,4
P010,EcoTrans,I1162,Cynthia Hardin,EcoTrans,Analytics,$1820,Fail,U.K.,2024-08-19,2025-10-15,347.0,
P008,Skyline Inc.,I1163,,Skyline Inc.,Analytics,$841,Pending,USA,2024-07-02,2024-10-28,,Good
P001,TechBridge,I1164,Nicholas Miller,TechBridge,SEO,USD1284,Pending,Nigeria,2023-11-02,2025-03-10,,excellent
P006,TechBridge,I1165,Stephen Wood,TechBridge,Analytics,USD1697,Fail,Germany,2024-05-01,2025-04-09,,2
P008,Alpha Tech,I1166,Dennis Moore,Alpha Tech,Cloud Migration,$672,Fail,U.K.,2024-05-23,2025-03-28,917.0,1
P004,Skyline Inc.,I1167,Mitchell Schaefer,Skyline Inc.,Masterclass,USD687,Pendig,Nigeria,2025-06-27,2025-10-26,950.0,3
P001,Betta Ltd.,I1168,Sophia Higgins,Betta Ltd.,Analytics,$983,Fail,U.K.,2024-09-30,2025-07-04,743.0,3
P006,CloudSoft,I1169,Mrs. Jessica Young,CloudSoft,SEO,$1485,Pendig,United States,2024-10-30,2025-02-13,,1
P002,CloudSoft,I1170,Tina Smith,CloudSoft,SEO,1691USD,Pendig,U.K.,2025-04-18,2025-10-08,57.0,poor
P003,Green Energy,I1171,Michelle Mooney,Green Energy,Growth Strategy,623USD,Fail,Nigeria,2023-10-10,2024-12-09,1176.0,2
P009,Green Energy,I1172,Dawn Howard,Green Energy,Cloud Migration,USD551,Fail,Canda,2025-08-15,2025-10-31,1061.0,bad
P006,CloudSoft,I1173,Angel Mcmahon,CloudSoft,Growth Strategy,1013USD,Paid,UK,2024-04-23,2024-08-05,863.0,3
P006,Nova Systems,I1174,John Collins,Nova Systems,Branding,USD323,Fail,United States,2025-05-16,2025-10-03,835.0,3
P001,Nova Systems,I1175,Randy Wade,Nova Systems,Social Media,$439,Pending,Canda,2024-09-07,2025-06-24,643.0,Good
P009,EcoTrans,I1176,Tammy Stevens,EcoTrans,Branding,$937,Pending,United States,2023-11-28,2024-10-25,41.0,4
P005,CloudSoft,I1177,Haley Huffman,CloudSoft,SEO,$152,Failed,USA,2025-08-12,2025-12-12,1187.0,Good
P009,Green Energy,I1178,Anthony Moore,Green Energy,Social Media,616USD,Pending,Canda,2024-05-17,2025-10-28,215.0,2
P005,Betta Ltd.,I1179,Edwin Russell,Betta Ltd.,SEO,USD1119,Pendig,Canda,2025-06-22,2025-12-02,956.0,5
P003,Nova Systems,I1180,Ashley Eaton,Nova Systems,Cloud Migration,USD474,Paid,UK,2025-02-27,2025-11-19,,bad
P009,EcoTrans,I1181,Ms. Kimberly Young DDS,EcoTrans,Social Media,USD661,Fail,United States,2023-11-17,2025-11-03,,excellent
P002,Nova Systems,I1182,Jason Perez,Nova Systems,SEO,USD518,Failed,United States,2024-06-12,2025-12-02,,
P004,EcoTrans,I1183,Kenneth French,EcoTrans,Web Dev,1552USD,Pendig,Canda,2024-12-16,2025-04-13,,4
P010,Alpha Tech,I1184,Kelly Jones,Alpha Tech,Masterclass,448,Fail,UK,2024-12-07,2025-05-20,,Good
P008,DataCore,I1185,Andrea Hill,DataCore,Web Dev,919USD,Pendig,Canda,2024-02-22,2024-10-19,1096.0,
P005,InfinitX,I1186,Dr. Shelby Smith MD,InfinitX,Branding,USD1897,Pending,Canda,2023-12-09,2025-06-14,40.0,4
P007,Green Energy,I1187,Matthew Clark,Green Energy,Masterclass,$1320,Fail,Canda,2024-05-15,2025-10-06,,excellent
P010,InfinitX,I1188,Herbert Jackson,InfinitX,Branding,$178,Failed,United States,2024-08-19,2025-09-23,347.0,
P001,Skyline Inc.,I1189,Robert Jimenez,Skyline Inc.,Social Media,$981,Paid,Canda,2025-06-10,2025-08-13,,poor
P008,Alpha Tech,I1190,Benjamin Jones,Alpha Tech,Branding,1520USD,Failed,Canda,2025-06-18,2025-08-30,188.0,bad
P004,Skyline Inc.,I1191,Christopher Rodriguez,Skyline Inc.,Branding,1848USD,Pendig,Nigeria,2024-01-18,2024-08-29,,poor
P005,TechBridge,I1192,Amanda Sweeney,TechBridge,Branding,109,Paid,USA,2025-01-13,2025-11-26,441.0,
P001,Nova Systems,I1193,Lisa Blackburn,Nova Systems,Masterclass,1100USD,Pending,Naija,2024-12-13,2025-09-18,375.0,1
P003,CloudSoft,I1194,Bonnie Barnett,CloudSoft,Analytics,$677,Failed,U.K.,2024-07-14,2025-02-09,17.0,bad
P010,Green Energy,I1195,David Potter,Green Energy,SEO,$1928,Fail,United States,2024-09-04,2025-05-06,,3
P009,Alpha Tech,I1196,Stephen Lewis,Alpha Tech,Web Dev,$999,Pendig,Nig,2024-11-20,2024-12-03,,Good
P007,Alpha Tech,I1197,Monica Ibarra,Alpha Tech,Masterclass,1584,Failed,UK,2024-02-22,2025-09-27,482.0,5
P001,CloudSoft,I1198,Adam Anderson DDS,CloudSoft,Growth Strategy,642,Paid,Nig,2024-08-26,2025-08-29,952.0,3
P002,Green Energy,I1199,Laura Simmons,Green Energy,Growth Strategy,USD116,Paid,Nig,2023-10-17,2024-02-08,,poor
P007,EcoTrans,I1200,Margaret Wood,EcoTrans,Analytics,749,Failed,Nig,2025-09-02,2025-09-11,,poor
P008,Skyline Inc.,I1201,Steven Martinez,Skyline Inc.,Analytics,USD1723,Pendig,Nig,2025-01-12,2025-08-18,,Good
P008,DataCore,I1202,Susan Brown,DataCore,Social Media,$1245,Pending,Canda,2024-10-19,2025-01-18,793.0,
P003,EcoTrans,I1203,Matthew Gardner,EcoTrans,Social Media,1153,Failed,Canada,2025-06-15,2025-06-29,361.0,1
P009,Betta Ltd.,I1204,Bonnie Downs,Betta Ltd.,Social Media,$1780,Paid,U.K.,2025-07-16,2025-10-08,54.0,3
P002,Alpha Tech,I1205,Ronald Flynn,Alpha Tech,Growth Strategy,1859,Failed,USA,2024-11-04,2025-04-19,,excellent
P006,InfinitX,I1206,Sandra Blake,InfinitX,Social Media,156,Pending,United States,2023-11-30,2024-03-28,,5
P009,Betta Ltd.,I1207,Ashley Wilson,Betta Ltd.,Masterclass,$577,Pendig,Nig,2025-09-06,2025-10-16,435.0,Good
